cell,x,y,p,beta,n,area_km2,variable
18894,-6.125,37.125,0.026328518973141594,-0.003036138291160266,18,9862.170552588257,day_afd_per_op
18895,-5.125,37.125,5.780661618461556e-4,-0.002842927972475688,18,9862.170552588257,day_afd_per_op
18896,-4.125,37.125,0.07368469238281251,-0.0011727502983477382,18,9862.170552588257,day_afd_per_op
18897,-3.125,37.125,0.4422988891601563,4.3160730274394155e-4,18,9862.170552588257,day_afd_per_op
18898,-2.125,37.125,0.0022941509362812,-3.7923697382211683e-4,18,9862.170552588257,day_afd_per_op
18899,-1.125,37.125,0.589638551626567,0,18,9862.170552588257,day_afd_per_op
18901,0.875,37.125,0.6245946450482655,-7.998449011490895e-7,18,9862.170552588257,day_afd_per_op
18902,1.875,37.125,0.7275066490948026,1.048672545169081e-4,18,9862.170552588257,day_afd_per_op
18903,2.875,37.125,0.7660293579101564,5.666155235043594e-4,18,9862.170552588257,day_afd_per_op
18904,3.875,37.125,0.9305750404571272,0.0014320077108485357,18,9862.170552588257,day_afd_per_op
18905,4.875,37.125,0.601163403942207,2.1579409284251075e-4,18,9862.170552588257,day_afd_per_op
18906,5.875,37.125,0.4078114317811975,-0.0036777754624684653,18,9862.170552588257,day_afd_per_op
18907,6.875,37.125,0.4950790405273438,0.0058251358568668365,18,9862.170552588257,day_afd_per_op
18908,7.875,37.125,0.2958693422661805,0.0059366699308156965,18,9862.170552588257,day_afd_per_op
18909,8.875,37.125,5.340576171875001e-4,0.003451523487456143,18,9862.170552588257,day_afd_per_op
18910,9.875,37.125,0.9322814941406251,1.3507769576140812e-4,18,9862.170552588257,day_afd_per_op
18911,10.875,37.125,0.9999999999999998,4.9305639307325086e-5,18,9862.170552588257,day_afd_per_op
18912,11.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18913,12.875,37.125,0.38363748977452683,3.746774136310532e-4,18,9862.170552588257,day_afd_per_op
18914,13.875,37.125,0.061053276821771606,-0.008387795000365286,18,9862.170552588257,day_afd_per_op
18915,14.875,37.125,0.8960268305566851,-1.529604196548462e-4,18,9862.170552588257,day_afd_per_op
18922,21.875,37.125,0.09786244265903417,-5.773115254035502e-4,18,9862.170552588257,day_afd_per_op
18923,22.875,37.125,0.04996882141144559,-3.5123173923542106e-4,18,9862.170552588257,day_afd_per_op
18924,23.875,37.125,0.6025115928215614,-1.0380920554910387e-7,18,9862.170552588257,day_afd_per_op
18925,24.875,37.125,0.5761035432771853,0,18,9862.170552588257,day_afd_per_op
18926,25.875,37.125,0.84451926747294,0,18,9862.170552588257,day_afd_per_op
18927,26.875,37.125,0.9433841401947874,8.685165084898472e-6,18,9862.170552588257,day_afd_per_op
18928,27.875,37.125,0.48587269798138955,2.3410552239511162e-4,18,9862.170552588257,day_afd_per_op
18929,28.875,37.125,0.7760687891250493,3.820285201072693e-6,18,9862.170552588257,day_afd_per_op
18930,29.875,37.125,0.005305357158783946,6.091412506066263e-4,18,9862.170552588257,day_afd_per_op
18931,30.875,37.125,7.971716673559242e-4,-0.002076619437762669,18,9862.170552588257,day_afd_per_op
18932,31.875,37.125,0.09790224323636039,-2.2014963906258345e-4,18,9862.170552588257,day_afd_per_op
18933,32.875,37.125,2.535338782141632e-4,0.011046989262104035,18,9862.170552588257,day_afd_per_op
18934,33.875,37.125,4.1805552238936513e-4,3.76075284466857e-4,18,9862.170552588257,day_afd_per_op
18935,34.875,37.125,2.1372191522501475e-4,-0.053491805608455956,18,9862.170552588257,day_afd_per_op
18936,35.875,37.125,2.1335227413779996e-4,-0.04272806999229249,18,9862.170552588257,day_afd_per_op
18937,36.875,37.125,0.8960390891377586,-0.0014101266860961914,18,9862.170552588257,day_afd_per_op
18938,37.875,37.125,0.5508728027343751,-0.002147224421302478,18,9862.170552588257,day_afd_per_op
18939,38.875,37.125,0.0017127074115255551,0.030269427358039787,18,9862.170552588257,day_afd_per_op
18940,39.875,37.125,7.629394531250002e-6,0.09546696289609641,18,9862.170552588257,day_afd_per_op
18941,40.875,37.125,2.531050653619461e-4,0.018989335971348213,18,9862.170552588257,day_afd_per_op
18942,41.875,37.125,7.629394531250003e-5,0.017108763412882887,18,9862.170552588257,day_afd_per_op
18943,42.875,37.125,2.1372191522501475e-4,0.012221362654651914,18,9862.170552588257,day_afd_per_op
18944,43.875,37.125,2.1372191522501475e-4,0.014611666595252853,18,9862.170552588257,day_afd_per_op
18945,44.875,37.125,0.0019302368164062502,0.0016118218190968037,18,9862.170552588257,day_afd_per_op
18946,45.875,37.125,0.1912736724633896,5.025650773729597e-4,18,9862.170552588257,day_afd_per_op
18947,46.875,37.125,0.16338507415496545,-1.3980319102605183e-4,18,9862.170552588257,day_afd_per_op
18948,47.875,37.125,0.0035164560601528027,0.001182246021926403,18,9862.170552588257,day_afd_per_op
18949,48.875,37.125,0.01867287405797883,0.0013375404523685575,18,9862.170552588257,day_afd_per_op
18950,49.875,37.125,0.05530875286195221,4.648253166427215e-4,18,9862.170552588257,day_afd_per_op
18951,50.875,37.125,0.006624292790279608,-1.1587605430659923e-4,18,9862.170552588257,day_afd_per_op
18952,51.875,37.125,0.034610557515707345,0,18,9862.170552588257,day_afd_per_op
18953,52.875,37.125,0.02351961549697235,-0.001399703463539481,18,9862.170552588257,day_afd_per_op
18954,53.875,37.125,0.029422721283785255,-0.0015042396685616536,18,9862.170552588257,day_afd_per_op
18955,54.875,37.125,0.0010882278455951108,-0.0035114950285508083,18,9862.170552588257,day_afd_per_op
18956,55.875,37.125,0.029422721283785255,-3.9697387061702705e-4,18,9862.170552588257,day_afd_per_op
18957,56.875,37.125,0.6950584569564157,-1.4797479121221437e-5,18,9862.170552588257,day_afd_per_op
18958,57.875,37.125,0.029422721283785255,1.6095900459081998e-4,18,9862.170552588257,day_afd_per_op
18959,58.875,37.125,0.05385589599609376,-4.663413532802628e-4,18,9862.170552588257,day_afd_per_op
18960,59.875,37.125,0.7660293579101564,-9.475994067123303e-4,18,9862.170552588257,day_afd_per_op
18961,60.875,37.125,0.22257894120162489,0.003120899200439453,18,9862.170552588257,day_afd_per_op
18962,61.875,37.125,4.196166992187501e-4,0.0037851685968538122,18,9862.170552588257,day_afd_per_op
18963,62.875,37.125,0.8960390891377586,3.037399857292895e-4,18,9862.170552588257,day_afd_per_op
18964,63.875,37.125,0.7266877064190556,0,18,9862.170552588257,day_afd_per_op
18965,64.875,37.125,0.1912736724633896,-2.4313827355702718e-4,18,9862.170552588257,day_afd_per_op
18966,65.875,37.125,0.1769450755738571,-2.940870666255554e-4,18,9862.170552588257,day_afd_per_op
18967,66.875,37.125,0.3927383422851563,8.324487910916407e-4,18,9862.170552588257,day_afd_per_op
18968,67.875,37.125,5.798127642332219e-4,-0.001182345673441887,18,9862.170552588257,day_afd_per_op
18969,68.875,37.125,0.9305832517004332,0.0011471709650423792,18,9862.170552588257,day_afd_per_op
18970,69.875,37.125,0.36131042852617873,0,18,9862.170552588257,day_afd_per_op
18971,70.875,37.125,1.5258789062500003e-5,4.235313528971303e-4,18,9862.170552588257,day_afd_per_op
18972,71.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18973,72.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18974,73.875,37.125,0.10034824646229079,0,18,9862.170552588257,day_afd_per_op
18975,74.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18976,75.875,37.125,0.37109336952269756,0,18,9862.170552588257,day_afd_per_op
18977,76.875,37.125,0.6726038174415166,0,18,9862.170552588257,day_afd_per_op
18978,77.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18979,78.875,37.125,0.036031686218233556,0,18,9862.170552588257,day_afd_per_op
18980,79.875,37.125,0.022494271222449663,0,18,9862.170552588257,day_afd_per_op
18981,80.875,37.125,0.014369289443602941,0,18,9862.170552588257,day_afd_per_op
18982,81.875,37.125,0.05917206782585943,0,18,9862.170552588257,day_afd_per_op
18983,82.875,37.125,0.10034824646229079,0,18,9862.170552588257,day_afd_per_op
18985,84.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18986,85.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18987,86.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18988,87.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18989,88.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18990,89.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18991,90.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18992,91.875,37.125,1,0,18,9862.170552588257,day_afd_per_op
18993,92.875,37.125,0.589638551626567,0,18,9862.170552588257,day_afd_per_op
18995,94.875,37.125,0.10034824646229079,0,18,9862.170552588257,day_afd_per_op
18997,96.875,37.125,0.04994166291891668,2.3225322365760803e-5,18,9862.170552588257,day_afd_per_op
18998,97.875,37.125,0.0019827198228267464,-1.0496531798377293e-4,18,9862.170552588257,day_afd_per_op
18999,98.875,37.125,2.1335227413779996e-4,0.0011558949991012923,18,9862.170552588257,day_afd_per_op
19000,99.875,37.125,0.6749867139704894,0,18,9862.170552588257,day_afd_per_op
19001,100.875,37.125,0.0028076171875000004,0.0011113615279706814,18,9862.170552588257,day_afd_per_op
19002,101.875,37.125,2.1335227413779996e-4,0.004916988080367446,18,9862.170552588257,day_afd_per_op
19003,102.875,37.125,2.1261439919603646e-4,0.002015316393226385,18,9862.170552588257,day_afd_per_op
19004,103.875,37.125,2.1335227413779996e-4,0.004209152455182953,18,9862.170552588257,day_afd_per_op
19005,104.875,37.125,2.1372191522501475e-4,0.0021339427136505646,18,9862.170552588257,day_afd_per_op
19006,105.875,37.125,0.005310773105394126,0.006572120423827853,18,9862.170552588257,day_afd_per_op
19007,106.875,37.125,2.9972590554160576e-4,8.160379005684739e-4,18,9862.170552588257,day_afd_per_op
19008,107.875,37.125,2.1372191522501475e-4,2.4449878837913276e-4,18,9862.170552588257,day_afd_per_op
19009,108.875,37.125,3.8146972656250014e-5,3.5372259610864736e-4,18,9862.170552588257,day_afd_per_op
19010,109.875,37.125,2.1372191522501475e-4,0.0019097427818148087,18,9862.170552588257,day_afd_per_op
19011,110.875,37.125,0.012031555175781252,0.002084646560251713,18,9862.170552588257,day_afd_per_op
19012,111.875,37.125,2.1372191522501475e-4,0.003209396948417028,18,9862.170552588257,day_afd_per_op
19013,112.875,37.125,3.002223490125602e-4,0.005808119529059955,18,9862.170552588257,day_afd_per_op
19014,113.875,37.125,0.15057524078280812,0.0019403966764609017,18,9862.170552588257,day_afd_per_op
19015,114.875,37.125,2.531050653619461e-4,0.023427907803228922,18,9862.170552588257,day_afd_per_op
19016,115.875,37.125,2.1372191522501475e-4,0.025306598474390995,18,9862.170552588257,day_afd_per_op
19017,116.875,37.125,2.1372191522501475e-4,0.01710920301931245,18,9862.170552588257,day_afd_per_op
19018,117.875,37.125,0.0030552220844431216,0.009180968006451925,18,9862.170552588257,day_afd_per_op
19019,118.875,37.125,2.1372191522501475e-4,0.010701080784201622,18,9862.170552588257,day_afd_per_op
19020,119.875,37.125,0.0012663844164278605,0.00901110793699275,18,9862.170552588257,day_afd_per_op
19021,120.875,37.125,0.601163403942207,9.917929768562318e-4,18,9862.170552588257,day_afd_per_op
19022,121.875,37.125,0.1385897163932849,0.0022214183058494176,18,9862.170552588257,day_afd_per_op
19023,122.875,37.125,0.3462544650931331,-9.381346348108667e-7,18,9862.170552588257,day_afd_per_op
19026,125.875,37.125,7.629394531250002e-6,5.669420352205634e-4,18,9862.170552588257,day_afd_per_op
19027,126.875,37.125,7.629394531250002e-6,0.0021989916832270947,18,9862.170552588257,day_afd_per_op
19028,127.875,37.125,0.005299944276593572,0.0010841695210811767,18,9862.170552588257,day_afd_per_op
19029,128.875,37.125,0.013870239257812502,2.528121927753091e-4,18,9862.170552588257,day_afd_per_op
19037,136.875,37.125,8.392333984375001e-4,2.0807461779830713e-4,18,9862.170552588257,day_afd_per_op
19038,137.875,37.125,0.15404510498046878,-1.3321291448341473e-4,18,9862.170552588257,day_afd_per_op
19039,138.875,37.125,3.5487131446229446e-4,6.218914990313351e-4,18,9862.170552588257,day_afd_per_op
19040,139.875,37.125,4.187168416415953e-4,0.0020839494342605276,18,9862.170552588257,day_afd_per_op
19041,140.875,37.125,0.0024484633814205177,6.016113853547722e-4,18,9862.170552588257,day_afd_per_op
19138,-122.125,36.125,0.26188259479482556,0,18,9988.731264726746,day_afd_per_op
19139,-121.125,36.125,0.06102260850323466,-0.0027682618371077947,18,9988.731264726746,day_afd_per_op
19140,-120.125,36.125,0.6318194543788418,0.0021393514718070173,18,9988.731264726746,day_afd_per_op
19141,-119.125,36.125,0.5712430483673426,0.003438113257288933,18,9988.731264726746,day_afd_per_op
19142,-118.125,36.125,0.23953954607656078,-0.006313252449035645,18,9988.731264726746,day_afd_per_op
19143,-117.125,36.125,0.6726038174415166,0,18,9988.731264726746,day_afd_per_op
19144,-116.125,36.125,0.9645238640375574,0,18,9988.731264726746,day_afd_per_op
19145,-115.125,36.125,0.004638694855327004,0.0017075475415266636,18,9988.731264726746,day_afd_per_op
19146,-114.125,36.125,1,1.878659739824278e-4,18,9988.731264726746,day_afd_per_op
19147,-113.125,36.125,0.0673499179392527,-7.612820869932573e-4,18,9988.731264726746,day_afd_per_op
19148,-112.125,36.125,0.33789383399976736,-5.737552862791789e-4,18,9988.731264726746,day_afd_per_op
19149,-111.125,36.125,0.0355223366234146,0,18,9988.731264726746,day_afd_per_op
19150,-110.125,36.125,0.3247299194335938,1.795695392612481e-4,18,9988.731264726746,day_afd_per_op
19151,-109.125,36.125,0.020974537112784852,-0.002425238819649586,18,9988.731264726746,day_afd_per_op
19152,-108.125,36.125,0.07540356287126339,0,18,9988.731264726746,day_afd_per_op
19153,-107.125,36.125,0.09790224323636039,0.0022715944796800613,18,9988.731264726746,day_afd_per_op
19154,-106.125,36.125,0.19122101996323124,-0.0014737195645769439,18,9988.731264726746,day_afd_per_op
19155,-105.125,36.125,0.014723523855926787,0.0011809455663231868,18,9988.731264726746,day_afd_per_op
19156,-104.125,36.125,7.629394531250003e-5,8.395376731641591e-4,18,9988.731264726746,day_afd_per_op
19157,-103.125,36.125,0.0017127074115255551,-9.653131211442607e-4,18,9988.731264726746,day_afd_per_op
19158,-102.125,36.125,2.1261439919603646e-4,-0.006626700206349293,18,9988.731264726746,day_afd_per_op
19159,-101.125,36.125,3.5429774664309907e-4,-0.004011299793741533,18,9988.731264726746,day_afd_per_op
19160,-100.125,36.125,0.020974537112784852,-0.002017566685875257,18,9988.731264726746,day_afd_per_op
19161,-99.125,36.125,0.01865887681372683,-0.0026359260082244873,18,9988.731264726746,day_afd_per_op
19162,-98.125,36.125,0.013029608394811515,-0.00389133890469869,18,9988.731264726746,day_afd_per_op
19163,-97.125,36.125,0.4590307363712941,-2.3491390877299843e-4,18,9988.731264726746,day_afd_per_op
19164,-96.125,36.125,0.010406494140625002,-0.011028286814689637,18,9988.731264726746,day_afd_per_op
19165,-95.125,36.125,0.23959527057107619,-0.004707405964533488,18,9988.731264726746,day_afd_per_op
19166,-94.125,36.125,0.12973785400390628,-0.002331111580133438,18,9988.731264726746,day_afd_per_op
19167,-93.125,36.125,9.309219031401922e-4,-0.007546662663420042,18,9988.731264726746,day_afd_per_op
19168,-92.125,36.125,0.4589774753853109,8.952890833218892e-4,18,9988.731264726746,day_afd_per_op
19169,-91.125,36.125,0.17689373494653204,-0.004782377183437348,18,9988.731264726746,day_afd_per_op
19170,-90.125,36.125,0.029422721283785255,0.006103041080328135,18,9988.731264726746,day_afd_per_op
19171,-89.125,36.125,2.531050653619461e-4,-0.0049330898560583595,18,9988.731264726746,day_afd_per_op
19172,-88.125,36.125,3.002223490125602e-4,-0.002814855457593997,18,9988.731264726746,day_afd_per_op
19173,-87.125,36.125,0.030364990234375003,-6.304121842341764e-4,18,9988.731264726746,day_afd_per_op
19174,-86.125,36.125,0.03282474106136141,-0.0010186777051006046,18,9988.731264726746,day_afd_per_op
19175,-85.125,36.125,0.006918073702046751,-0.0053164374083280565,18,9988.731264726746,day_afd_per_op
19176,-84.125,36.125,0.011529722157428975,-0.0016415432716409364,18,9988.731264726746,day_afd_per_op
19177,-83.125,36.125,0.0014750245052184247,-0.0023533855165754044,18,9988.731264726746,day_afd_per_op
19178,-82.125,36.125,0.9322814941406251,7.568197324872016e-5,18,9988.731264726746,day_afd_per_op
19179,-81.125,36.125,0.0012680755296886684,0.002500961685464496,18,9988.731264726746,day_afd_per_op
19180,-80.125,36.125,0.0040445733486984565,0.005275080996480855,18,9988.731264726746,day_afd_per_op
19181,-79.125,36.125,0.3037948608398438,-5.144306430310914e-4,18,9988.731264726746,day_afd_per_op
19182,-78.125,36.125,0.0078865953131446,0.002444891089742834,18,9988.731264726746,day_afd_per_op
19183,-77.125,36.125,0.8616909367394272,7.191879881752832e-7,18,9988.731264726746,day_afd_per_op
19184,-76.125,36.125,0.0010882278455951108,-0.0017844137425223987,18,9988.731264726746,day_afd_per_op
19254,-6.125,36.125,0.3927383422851563,-2.879914672424396e-4,18,9988.731264726746,day_afd_per_op
19255,-5.125,36.125,0.0035164560601528027,-4.4714800314977766e-4,18,9988.731264726746,day_afd_per_op
19259,-1.125,36.125,0.38369388713833996,7.966933480929583e-6,18,9988.731264726746,day_afd_per_op
19260,-0.125,36.125,0.4330404965037354,1.0670356762905915e-4,18,9988.731264726746,day_afd_per_op
19261,0.875,36.125,0.2761463429068393,0.0014970533549785614,18,9988.731264726746,day_afd_per_op
19262,1.875,36.125,0.8276024022312981,-0.0021537816659970717,18,9988.731264726746,day_afd_per_op
19263,2.875,36.125,0.6631594882832027,0.003295067378452846,18,9988.731264726746,day_afd_per_op
19264,3.875,36.125,9.322285432855873e-4,-0.010339705790910456,18,9988.731264726746,day_afd_per_op
19265,4.875,36.125,0.0020880929445698535,0.0037575162729466113,18,9988.731264726746,day_afd_per_op
19266,5.875,36.125,0.36036705185108625,0.001008802248785893,18,9988.731264726746,day_afd_per_op
19267,6.875,36.125,0.48587269798138955,5.91868120763037e-4,18,9988.731264726746,day_afd_per_op
19268,7.875,36.125,0.0014750245052184247,0.007237720862030983,18,9988.731264726746,day_afd_per_op
19269,8.875,36.125,0.008964538574218752,0.0013571285332242646,18,9988.731264726746,day_afd_per_op
19270,9.875,36.125,0.04064734497349784,4.3518649343039014e-4,18,9988.731264726746,day_afd_per_op
19271,10.875,36.125,0.00800931556444496,1.380262223796712e-4,18,9988.731264726746,day_afd_per_op
19274,13.875,36.125,0.40167816646977295,0,18,9988.731264726746,day_afd_per_op
19282,21.875,36.125,0.42267807417063546,0,18,9988.731264726746,day_afd_per_op
19283,22.875,36.125,0.44957974035141124,0,18,9988.731264726746,day_afd_per_op
19284,23.875,36.125,0.011197738894413025,-7.28430071224769e-7,18,9988.731264726746,day_afd_per_op
19286,25.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19287,26.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19288,27.875,36.125,0.39339317948787816,0,18,9988.731264726746,day_afd_per_op
19289,28.875,36.125,0.601163403942207,-8.281854948458763e-6,18,9988.731264726746,day_afd_per_op
19290,29.875,36.125,0.13863651568948343,1.561417801505221e-4,18,9988.731264726746,day_afd_per_op
19292,31.875,36.125,0.06861194191702379,1.766877796720056e-6,18,9988.731264726746,day_afd_per_op
19293,32.875,36.125,0.23959527057107619,1.0733845244560923e-4,18,9988.731264726746,day_afd_per_op
19294,33.875,36.125,0.006918073702046751,3.461358538414869e-4,18,9988.731264726746,day_afd_per_op
19296,35.875,36.125,2.531050653619461e-4,0.007191489450633526,18,9988.731264726746,day_afd_per_op
19297,36.875,36.125,0.008966437979975593,0.0043607604492342834,18,9988.731264726746,day_afd_per_op
19298,37.875,36.125,0.020812988281250003,-0.004026430193334818,18,9988.731264726746,day_afd_per_op
19299,38.875,36.125,0.206549632471487,-0.001069068760862426,18,9988.731264726746,day_afd_per_op
19300,39.875,36.125,0.8985748291015626,1.4024825456241766e-5,18,9988.731264726746,day_afd_per_op
19301,40.875,36.125,0.8960268305566851,-4.318263381719589e-6,18,9988.731264726746,day_afd_per_op
19302,41.875,36.125,0.012851240187496516,0,18,9988.731264726746,day_afd_per_op
19303,42.875,36.125,0.00895830976299276,0.0012406249530613422,18,9988.731264726746,day_afd_per_op
19304,43.875,36.125,3.002223490125602e-4,0.01515232946610812,18,9988.731264726746,day_afd_per_op
19305,44.875,36.125,0.0035164560601528027,0.005278799108540018,18,9988.731264726746,day_afd_per_op
19306,45.875,36.125,0.004633827866249677,0.006249007613708576,18,9988.731264726746,day_afd_per_op
19307,46.875,36.125,0.23953954607656078,1.326588972005993e-4,18,9988.731264726746,day_afd_per_op
19308,47.875,36.125,0.10705898333270766,1.8871150678023696e-4,18,9988.731264726746,day_afd_per_op
19309,48.875,36.125,0.03423309326171876,0.0010002036578953266,18,9988.731264726746,day_afd_per_op
19310,49.875,36.125,2.1372191522501475e-4,0.008945786837665807,18,9988.731264726746,day_afd_per_op
19311,50.875,36.125,4.196166992187501e-4,0.0015477785120972178,18,9988.731264726746,day_afd_per_op
19312,51.875,36.125,9.322285432855873e-4,4.881256880859534e-4,18,9988.731264726746,day_afd_per_op
19313,52.875,36.125,0.46829223632812506,1.3991856249049306e-4,18,9988.731264726746,day_afd_per_op
19314,53.875,36.125,0.48498846745087487,1.500227621623448e-6,18,9988.731264726746,day_afd_per_op
19315,54.875,36.125,0.2339528334705896,0,18,9988.731264726746,day_afd_per_op
19316,55.875,36.125,0.10564542920187692,0,18,9988.731264726746,day_afd_per_op
19317,56.875,36.125,0.35254213749971297,0,18,9988.731264726746,day_afd_per_op
19318,57.875,36.125,4.591683324551115e-4,3.014773174072616e-4,18,9988.731264726746,day_afd_per_op
19319,58.875,36.125,0.8128968789723294,-3.533719185118874e-6,18,9988.731264726746,day_afd_per_op
19320,59.875,36.125,0.026328518973141594,6.13899203017354e-4,18,9988.731264726746,day_afd_per_op
19321,60.875,36.125,0.48513443056230454,2.710819826461375e-4,18,9988.731264726746,day_afd_per_op
19322,61.875,36.125,0.05959764956441031,-9.446412933847078e-5,18,9988.731264726746,day_afd_per_op
19323,62.875,36.125,0.010176440395772817,0.0010420682956464589,18,9988.731264726746,day_afd_per_op
19324,63.875,36.125,0.6318598717596959,3.934537526220083e-4,18,9988.731264726746,day_afd_per_op
19325,64.875,36.125,0.776105215665758,1.9752769730985165e-7,18,9988.731264726746,day_afd_per_op
19326,65.875,36.125,0.6100665567498502,0,18,9988.731264726746,day_afd_per_op
19327,66.875,36.125,0.08005791998443475,0,18,9988.731264726746,day_afd_per_op
19328,67.875,36.125,0.04263144032341866,-1.3306375864582758e-4,18,9988.731264726746,day_afd_per_op
19329,68.875,36.125,0.016160884087378494,-1.3239772550270454e-4,18,9988.731264726746,day_afd_per_op
19330,69.875,36.125,0.7892680261342813,0,18,9988.731264726746,day_afd_per_op
19331,70.875,36.125,0.04231527490571399,0,18,9988.731264726746,day_afd_per_op
19332,71.875,36.125,0.41849223344681974,0,18,9988.731264726746,day_afd_per_op
19333,72.875,36.125,0.021058670381610266,-7.698193332865178e-5,18,9988.731264726746,day_afd_per_op
19334,73.875,36.125,0.38369388713833996,-1.6805518680484965e-4,18,9988.731264726746,day_afd_per_op
19335,74.875,36.125,0.018408251783219913,3.596508630674661e-5,18,9988.731264726746,day_afd_per_op
19336,75.875,36.125,0.5838824207703652,0,18,9988.731264726746,day_afd_per_op
19337,76.875,36.125,0.37109336952269756,0,18,9988.731264726746,day_afd_per_op
19338,77.875,36.125,0.7892680261342813,0,18,9988.731264726746,day_afd_per_op
19339,78.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19340,79.875,36.125,0.1814492077214203,0,18,9988.731264726746,day_afd_per_op
19341,80.875,36.125,0.1814492077214203,0,18,9988.731264726746,day_afd_per_op
19342,81.875,36.125,0.1814492077214203,0,18,9988.731264726746,day_afd_per_op
19343,82.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19345,84.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19346,85.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19347,86.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19349,88.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19350,89.875,36.125,0.1814492077214203,0,18,9988.731264726746,day_afd_per_op
19351,90.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19352,91.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19354,93.875,36.125,0.41849223344681974,0,18,9988.731264726746,day_afd_per_op
19355,94.875,36.125,2.1372191522501475e-4,9.883318797663033e-4,18,9988.731264726746,day_afd_per_op
19356,95.875,36.125,0.37109336952269756,0,18,9988.731264726746,day_afd_per_op
19357,96.875,36.125,0.1775298524121535,0,18,9988.731264726746,day_afd_per_op
19358,97.875,36.125,0.4422988891601563,-1.1870288290083408e-5,18,9988.731264726746,day_afd_per_op
19359,98.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19360,99.875,36.125,0.013029608394811515,4.818655434064567e-4,18,9988.731264726746,day_afd_per_op
19361,100.875,36.125,7.629394531250002e-6,0.0010557984351180494,18,9988.731264726746,day_afd_per_op
19362,101.875,36.125,3.5487131446229446e-4,0.0012596302258316427,18,9988.731264726746,day_afd_per_op
19363,102.875,36.125,2.1335227413779996e-4,0.0023606380802282893,18,9988.731264726746,day_afd_per_op
19364,103.875,36.125,7.629394531250002e-6,0.0028847076076393328,18,9988.731264726746,day_afd_per_op
19365,104.875,36.125,7.629394531250002e-6,0.002014659228734672,18,9988.731264726746,day_afd_per_op
19366,105.875,36.125,2.1261439919603646e-4,0.008353643308657063,18,9988.731264726746,day_afd_per_op
19367,106.875,36.125,2.1372191522501475e-4,0.002980667614610866,18,9988.731264726746,day_afd_per_op
19368,107.875,36.125,7.629394531250002e-6,9.812871915831542e-4,18,9988.731264726746,day_afd_per_op
19369,108.875,36.125,7.629394531250002e-6,0.0022788013659671624,18,9988.731264726746,day_afd_per_op
19370,109.875,36.125,0.006069596384146996,-0.0030364220895405325,18,9988.731264726746,day_afd_per_op
19371,110.875,36.125,7.971716673559242e-4,0.0036022704433311117,18,9988.731264726746,day_afd_per_op
19372,111.875,36.125,0.09790224323636039,0.001146192972858747,18,9988.731264726746,day_afd_per_op
19373,112.875,36.125,2.1372191522501475e-4,0.022370419099128673,18,9988.731264726746,day_afd_per_op
19374,113.875,36.125,0.0014750245052184247,0.0038489606231451035,18,9988.731264726746,day_afd_per_op
19375,114.875,36.125,2.535338782141632e-4,0.01834411465873321,18,9988.731264726746,day_afd_per_op
19376,115.875,36.125,2.1372191522501475e-4,0.014076175633817911,18,9988.731264726746,day_afd_per_op
19377,116.875,36.125,2.1372191522501475e-4,0.01013000247379144,18,9988.731264726746,day_afd_per_op
19378,117.875,36.125,7.629394531250002e-6,0.00925174068349103,18,9988.731264726746,day_afd_per_op
19379,118.875,36.125,7.629394531250002e-6,0.01215753979049623,18,9988.731264726746,day_afd_per_op
19380,119.875,36.125,2.1335227413779996e-4,0.00880556991630858,18,9988.731264726746,day_afd_per_op
19381,120.875,36.125,0.9652587087271087,-3.9696883918209505e-6,18,9988.731264726746,day_afd_per_op
19387,126.875,36.125,5.340576171875001e-4,0.001302031179269155,18,9988.731264726746,day_afd_per_op
19388,127.875,36.125,4.187168416415953e-4,0.002447363497181372,18,9988.731264726746,day_afd_per_op
19389,128.875,36.125,2.1335227413779996e-4,0.001544592281182607,18,9988.731264726746,day_afd_per_op
19393,132.875,36.125,1,0,18,9988.731264726746,day_afd_per_op
19394,133.875,36.125,0.05527985559347259,-4.7546687225500744e-5,18,9988.731264726746,day_afd_per_op
19395,134.875,36.125,0.018615510565226517,-2.2322210522058108e-4,18,9988.731264726746,day_afd_per_op
